SITE	BESTPROB	takifugu_rubripes1	takifugu_rubripes2	tetraodon_nigroviridis1	tetraodon_nigroviridis2	gasterosteus_aculeatus1	gasterosteus_aculeatus2	xiphophorus_maculatus1	xiphophorus_maculatus2	oryzias_latipes1	oryzias_latipes2	oreochromis_niloticus1	oreochromis_niloticus2	danio_rerio1	danio_rerio2	astyanax_mexicanus1	astyanax_mexicanus2
2250	0.999998	NONE	ENSTRUG00000001228	NONE	ENSTNIG00000005742	NONE	ENSGACG00000002411	NONE	ENSXMAG00000000703	NONE	ENSORLG00000006906	NONE	ENSONIG00000014498	NONE	ENSDARG00000016794	NONE	ENSAMXG00000007788
2251	0.999957	ENSTRUG00000009381	NONE	ENSTNIG00000010107	NONE	ENSGACG00000002909	NONE	ENSXMAG00000009649	NONE	ENSORLG00000008399	NONE	ENSONIG00000014206	NONE	ENSDARG00000057632	NONE	ENSAMXG00000013664	NONE
2252	0.998474	ENSTRUG00000009440	NONE	ENSTNIG00000010108	NONE	ENSGACG00000002896	NONE	ENSXMAG00000009626	NONE	ENSORLG00000008390	NONE	ENSONIG00000014208	NONE	ENSDARG00000057624	NONE	ENSAMXG00000013649	NONE
2253	0.958307	NONE	ENSTRUG00000000173	NONE	ENSTNIG00000008122	NONE	ENSGACG00000002418	NONE	ENSXMAG00000000693	NONE	ENSORLG00000006928	NONE	ENSONIG00000014495	ENSDARG00000075542	NONE	ENSAMXG00000013609	NONE
2254	0.954589	NONE	ENSTRUG00000000192	NONE	ENSTNIG00000008123	NONE	ENSGACG00000002421	NONE	ENSXMAG00000020134	NONE	ENSORLG00000006936	NONE	ENSONIG00000014494	ENSDARG00000062421	NONE	ENSAMXG00000013590	NONE
2255	0.995809	NONE	ENSTRUG00000000253	NONE	ENSTNIG00000008129	NONE	ENSGACG00000002435	NONE	ENSXMAG00000000627	NONE	ENSORLG00000007060	NONE	ENSONIG00000014484	ENSDARG00000101443	NONE	ENSAMXG00000001076	NONE
2256	0.999705	ENSTRUG00000009591	NONE	ENSTNIG00000010109	NONE	ENSGACG00000002879	NONE	ENSXMAG00000009585	NONE	ENSORLG00000008348	NONE	ENSONIG00000014215	NONE	ENSDARG00000063474	NONE	ENSAMXG00000001208	NONE
2257	0.999775	ENSTRUG00000010275	NONE	ENSTNIG00000010111	NONE	ENSGACG00000002845	NONE	ENSXMAG00000010123	NONE	ENSORLG00000008271	NONE	ENSONIG00000014224	NONE	ENSDARG00000071692	NONE	ENSAMXG00000001708	NONE
2258	0.99971	ENSTRUG00000010989	NONE	ENSTNIG00000010113	NONE	ENSGACG00000002837	NONE	ENSXMAG00000010180	NONE	ENSORLG00000008167	NONE	ENSONIG00000014234	NONE	ENSDARG00000038428	NONE	ENSAMXG00000002082	NONE
2259	0.988766	ENSTRUG00000011533	NONE	ENSTNIG00000004255	NONE	ENSGACG00000002831	NONE	ENSXMAG00000010224	NONE	ENSORLG00000008114	NONE	ENSONIG00000014242	NONE	ENSDARG00000071685	NONE	ENSAMXG00000002099	ENSAMXG00000019797
2260	0.999889	ENSTRUG00000011758	NONE	ENSTNIG00000008194	NONE	ENSGACG00000002829	NONE	ENSXMAG00000010249	NONE	ENSORLG00000008105	NONE	ENSONIG00000014250	NONE	ENSDARG00000045371	NONE	ENSAMXG00000000512	NONE
2261	0.999832	ENSTRUG00000011789	NONE	ENSTNIG00000008193	NONE	ENSGACG00000002822	ENSGACG00000017565	ENSXMAG00000010250	NONE	ENSORLG00000008098	NONE	ENSONIG00000014253	ENSONIG00000014918	ENSDARG00000017929	NONE	ENSAMXG00000000511	NONE
2262	0.999984	ENSTRUG00000012239	NONE	ENSTNIG00000008191	NONE	ENSGACG00000002808	NONE	ENSXMAG00000010269	NONE	ENSORLG00000008057	NONE	ENSONIG00000014270	NONE	ENSDARG00000026500	NONE	ENSAMXG00000000505	NONE
2263	0.999494	ENSTRUG00000012435	NONE	ENSTNIG00000008187	NONE	ENSGACG00000002794	NONE	ENSXMAG00000010334	NONE	ENSORLG00000008026	NONE	ENSONIG00000014279	NONE	ENSDARG00000031875	ENSDARG00000016699	NONE	ENSAMXG00000008417
2264	0.999374	ENSTRUG00000012508	NONE	ENSTNIG00000008186	NONE	ENSGACG00000002793	NONE	ENSXMAG00000010403	NONE	ENSORLG00000008012	NONE	ENSONIG00000014286	ENSONIG00000006352	ENSDARG00000088842	ENSDARG00000038862	ENSAMXG00000000469	ENSAMXG00000008486
2265	0.999647	ENSTRUG00000012637	NONE	ENSTNIG00000008185	NONE	ENSGACG00000002788	NONE	ENSXMAG00000010405	NONE	ENSORLG00000007997	NONE	ENSONIG00000014294	NONE	ENSDARG00000104507	NONE	ENSAMXG00000000464	NONE
2266	0.14346	NONE	ENSTRUG00000009309	NONE	ENSTNIG00000008134	ENSGACG00000002461	ENSGACG00000014581	NONE	ENSXMAG00000000572	ENSORLG00000004409	ENSORLG00000007122	NONE	ENSONIG00000014457	ENSDARG00000074558	ENSDARG00000058969	NONE	ENSAMXG00000021544
2267	0.508628	NONE	ENSTRUG00000013706	NONE	ENSTNIG00000017596	NONE	ENSGACG00000007167	NONE	ENSXMAG00000015573	NONE	ENSORLG00000004602	NONE	ENSONIG00000015104	NONE	ENSDARG00000069279	NONE	ENSAMXG00000019664
2268	0.491751	NONE	ENSTRUG00000013545	NONE	ENSTNIG00000017595	NONE	ENSGACG00000007191	ENSXMAG00000013878	ENSXMAG00000015552	NONE	ENSORLG00000004643	NONE	ENSONIG00000015095	ENSDARG00000002411	ENSDARG00000032761	ENSAMXG00000016709	ENSAMXG00000019709
2269	0.474989	NONE	ENSTRUG00000013469	ENSTNIG00000005293	ENSTNIG00000017594	NONE	ENSGACG00000007201	ENSXMAG00000013877	ENSXMAG00000015539	NONE	ENSORLG00000004659	NONE	ENSONIG00000015093	ENSDARG00000043835	ENSDARG00000014462	ENSAMXG00000016666	NONE
2270	0.523817	NONE	ENSTRUG00000013228	NONE	ENSTNIG00000017593	NONE	ENSGACG00000007218	NONE	ENSXMAG00000015508	NONE	ENSORLG00000004740	NONE	ENSONIG00000015086	NONE	ENSDARG00000019130	NONE	ENSAMXG00000011555
2271	0.523844	ENSTRUG00000007289	NONE	ENSTNIG00000007003	NONE	ENSGACG00000007424	NONE	ENSXMAG00000011580	NONE	ENSORLG00000020448	NONE	ENSONIG00000004290	NONE	ENSDARG00000006383	NONE	ENSAMXG00000014830	NONE
2272	0.523797	ENSTRUG00000007723	NONE	ENSTNIG00000004094	NONE	ENSGACG00000007408	NONE	ENSXMAG00000011584	NONE	ENSORLG00000020453	NONE	ENSONIG00000004288	NONE	ENSDARG00000000542	NONE	ENSAMXG00000014908	NONE
2273	0.516074	NONE	ENSTRUG00000013119	NONE	ENSTNIG00000017592	NONE	ENSGACG00000007252	NONE	ENSXMAG00000015462	NONE	ENSORLG00000004766	NONE	ENSONIG00000015084	ENSDARG00000006253	ENSDARG00000021288	ENSAMXG00000019333	ENSAMXG00000011464
2274	0.25997	ENSTRUG00000008272	NONE	ENSTNIG00000010986	NONE	ENSGACG00000007330	NONE	ENSXMAG00000011594	NONE	ENSORLG00000020484	NONE	ENSONIG00000004430	NONE	ENSDARG00000010563	ENSDARG00000003974	ENSAMXG00000006769	ENSAMXG00000003082
2275	0.523794	NONE	ENSTRUG00000012974	NONE	ENSTNIG00000017589	NONE	ENSGACG00000007292	NONE	ENSXMAG00000015400	NONE	ENSORLG00000004822	NONE	ENSONIG00000015070	NONE	ENSDARG00000017681	NONE	ENSAMXG00000015302
2276	0.523841	ENSTRUG00000008598	NONE	ENSTNIG00000010988	NONE	ENSGACG00000007299	NONE	ENSXMAG00000011625	NONE	ENSORLG00000020490	NONE	ENSONIG00000004424	NONE	ENSDARG00000012796	NONE	ENSAMXG00000011786	NONE
2277	0.52381	NONE	ENSTRUG00000012662	NONE	ENSTNIG00000017585	NONE	ENSGACG00000007327	NONE	ENSXMAG00000015350	NONE	ENSORLG00000004869	NONE	ENSONIG00000015059	NONE	ENSDARG00000014041	NONE	ENSAMXG00000015470
2278	0.51642	ENSTRUG00000009000	NONE	ENSTNIG00000000918	NONE	ENSGACG00000007282	NONE	ENSXMAG00000003684	NONE	ENSORLG00000020496	NONE	ENSONIG00000004410	NONE	ENSDARG00000041959	ENSDARG00000057633	ENSAMXG00000017787	ENSAMXG00000015818
2279	0.520278	ENSTRUG00000009030	NONE	ENSTNIG00000010990	NONE	ENSGACG00000007146	NONE	ENSXMAG00000003657	NONE	ENSORLG00000020499	NONE	ENSONIG00000004402	NONE	ENSDARG00000070043	NONE	ENSAMXG00000017796	NONE
2280	0.51798	NONE	ENSTRUG00000010108	NONE	ENSTNIG00000007903	NONE	ENSGACG00000012369	NONE	ENSXMAG00000011396	NONE	ENSORLG00000011243	NONE	ENSONIG00000015676	NONE	ENSDARG00000058323	ENSAMXG00000017814	ENSAMXG00000015740
2281	0.516148	ENSTRUG00000009399	NONE	ENSTNIG00000010992	NONE	ENSGACG00000007119	NONE	ENSXMAG00000003636	NONE	ENSORLG00000020506	NONE	ENSONIG00000004389	NONE	NONE	ENSDARG00000071032	NONE	ENSAMXG00000015705
2282	0.510516	ENSTRUG00000009778	NONE	ENSTNIG00000010994	NONE	ENSGACG00000007052	NONE	ENSXMAG00000003624	NONE	ENSORLG00000020519	NONE	ENSONIG00000004379	NONE	ENSDARG00000025162	ENSDARG00000004243	ENSAMXG00000017831	NONE
2283	0.497427	ENSTRUG00000010041	NONE	ENSTNIG00000005620	NONE	ENSGACG00000007013	NONE	ENSXMAG00000003609	NONE	ENSORLG00000020526	NONE	ENSONIG00000004377	ENSONIG00000001588	ENSDARG00000036546	ENSDARG00000088959	ENSAMXG00000012352	ENSAMXG00000008774
2284	0.504867	ENSTRUG00000010190	NONE	ENSTNIG00000005619	NONE	ENSGACG00000006982	NONE	ENSXMAG00000003600	NONE	ENSORLG00000020534	NONE	ENSONIG00000004371	NONE	ENSDARG00000036549	NONE	ENSAMXG00000012337	NONE
2285	0.8233	ENSTRUG00000011115	NONE	ENSTNIG00000013911	NONE	ENSGACG00000003400	NONE	ENSXMAG00000012002	NONE	ENSORLG00000008932	NONE	ENSONIG00000014293	NONE	ENSDARG00000041040	NONE	ENSAMXG00000001948	NONE
2286	0.81097	ENSTRUG00000010922	ENSTRUG00000010470	ENSTNIG00000013912	ENSTNIG00000014537	ENSGACG00000003424	ENSGACG00000015081	ENSXMAG00000012019	ENSXMAG00000012674	ENSORLG00000008914	ENSORLG00000005026	ENSONIG00000014295	ENSONIG00000012154	ENSDARG00000055543	ENSDARG00000104279	ENSAMXG00000002725	ENSAMXG00000015133
2287	0.823314	ENSTRUG00000010730	NONE	ENSTNIG00000013913	NONE	ENSGACG00000003430	NONE	ENSXMAG00000012068	NONE	ENSORLG00000008875	NONE	ENSONIG00000014304	NONE	ENSDARG00000069289	NONE	ENSAMXG00000002684	NONE
2288	0.853889	ENSTRUG00000012570	NONE	ENSTNIG00000016986	NONE	ENSGACG00000005767	NONE	ENSXMAG00000002890	NONE	ENSORLG00000011084	NONE	ENSONIG00000002248	NONE	ENSDARG00000004378	NONE	ENSAMXG00000020619	NONE
2289	0.85396	NONE	ENSTRUG00000010315	NONE	ENSTNIG00000014535	NONE	ENSGACG00000015089	NONE	ENSXMAG00000012643	NONE	ENSORLG00000005447	NONE	ENSONIG00000012163	NONE	ENSDARG00000041570	NONE	ENSAMXG00000014610
2290	0.852803	ENSTRUG00000012486	NONE	ENSTNIG00000016988	ENSTNIG00000018620	ENSGACG00000005777	NONE	ENSXMAG00000002885	NONE	ENSORLG00000011056	NONE	ENSONIG00000002236	NONE	ENSDARG00000024209	NONE	ENSAMXG00000020622	NONE
2291	0.823315	ENSTRUG00000012408	NONE	ENSTNIG00000016989	NONE	ENSGACG00000005790	NONE	ENSXMAG00000002876	NONE	ENSORLG00000011030	NONE	ENSONIG00000002228	NONE	ENSDARG00000070094	NONE	ENSAMXG00000020541	NONE
2292	0.852966	NONE	ENSTRUG00000009664	NONE	ENSTNIG00000012433	NONE	ENSGACG00000011519	NONE	ENSXMAG00000001194	NONE	ENSORLG00000016427	NONE	ENSONIG00000016521	NONE	ENSDARG00000028625	NONE	ENSAMXG00000002881
2293	0.852966	NONE	ENSTRUG00000009791	NONE	ENSTNIG00000012434	NONE	ENSGACG00000011509	NONE	ENSXMAG00000001199	NONE	ENSORLG00000016412	NONE	ENSONIG00000016519	NONE	ENSDARG00000028628	NONE	ENSAMXG00000002893
2294	0.854181	NONE	ENSTRUG00000009945	NONE	ENSTNIG00000012435	NONE	ENSGACG00000011502	NONE	ENSXMAG00000001219	NONE	ENSORLG00000016383	NONE	ENSONIG00000016518	NONE	ENSDARG00000034568	NONE	ENSAMXG00000017378
2295	0.854257	NONE	ENSTRUG00000009982	NONE	ENSTNIG00000012436	NONE	ENSGACG00000011485	NONE	ENSXMAG00000001220	NONE	ENSORLG00000016380	NONE	ENSONIG00000016515	NONE	ENSDARG00000021494	NONE	ENSAMXG00000017366
2296	0.854258	NONE	ENSTRUG00000010137	NONE	ENSTNIG00000012437	NONE	ENSGACG00000011479	NONE	ENSXMAG00000001241	NONE	ENSORLG00000016375	NONE	ENSONIG00000016514	NONE	ENSDARG00000070644	NONE	ENSAMXG00000017348
2297	0.854258	NONE	ENSTRUG00000010199	NONE	ENSTNIG00000012438	NONE	ENSGACG00000011456	NONE	ENSXMAG00000001249	NONE	ENSORLG00000016359	NONE	ENSONIG00000016511	NONE	ENSDARG00000003113	NONE	ENSAMXG00000017327
2298	0.854207	ENSTRUG00000012350	NONE	ENSTNIG00000016990	NONE	ENSGACG00000005798	NONE	ENSXMAG00000002872	NONE	ENSORLG00000011017	NONE	ENSONIG00000002223	NONE	ENSDARG00000061377	NONE	ENSAMXG00000014227	NONE
2299	0.845849	NONE	ENSTRUG00000010386	NONE	ENSTNIG00000012439	NONE	ENSGACG00000011453	NONE	ENSXMAG00000001277	NONE	ENSORLG00000016338	NONE	ENSONIG00000016508	NONE	ENSDARG00000077882	ENSAMXG00000014436	NONE
2300	0.854143	ENSTRUG00000010256	NONE	ENSTNIG00000014954	NONE	ENSGACG00000000454	NONE	ENSXMAG00000008909	NONE	ENSORLG00000018675	NONE	ENSONIG00000014772	NONE	ENSDARG00000029479	NONE	ENSAMXG00000017354	NONE
2301	0.84772	ENSTRUG00000010391	NONE	ENSTNIG00000014953	NONE	ENSGACG00000012157	NONE	ENSXMAG00000008911	NONE	ENSORLG00000018604	ENSORLG00000014384	ENSONIG00000014778	ENSONIG00000016837	ENSDARG00000077709	NONE	ENSAMXG00000007479	NONE
2302	0.847553	ENSTRUG00000011128	ENSTRUG00000009725	ENSTNIG00000006832	ENSTNIG00000012443	NONE	ENSGACG00000011410	ENSXMAG00000000227	ENSXMAG00000001286	ENSORLG00000019768	ENSORLG00000016293	ENSONIG00000014791	ENSONIG00000016527	ENSDARG00000074457	ENSDARG00000037140	NONE	ENSAMXG00000017292
2303	0.854152	NONE	ENSTRUG00000009523	NONE	ENSTNIG00000012444	NONE	ENSGACG00000011406	NONE	ENSXMAG00000001322	NONE	ENSORLG00000016280	NONE	ENSONIG00000016533	NONE	ENSDARG00000056037	NONE	ENSAMXG00000017268
2304	0.843794	NONE	ENSTRUG00000009351	NONE	ENSTNIG00000012445	NONE	ENSGACG00000011384	NONE	ENSXMAG00000001355	NONE	ENSORLG00000016266	NONE	ENSONIG00000016536	NONE	ENSDARG00000056122	ENSAMXG00000009105	ENSAMXG00000017242
2305	0.398054	ENSTRUG00000000296	ENSTRUG00000005125	ENSTNIG00000005892	NONE	ENSGACG00000011590	ENSGACG00000011358	ENSXMAG00000018817	ENSXMAG00000001406	ENSORLG00000010272	NONE	ENSONIG00000004633	NONE	ENSDARG00000008788	ENSDARG00000044526	ENSAMXG00000001286	NONE
2306	0.587969	ENSTRUG00000018366	ENSTRUG00000005980	ENSTNIG00000018270	NONE	ENSGACG00000005548	NONE	ENSXMAG00000010238	ENSXMAG00000001476	ENSORLG00000006714	ENSORLG00000016183	ENSONIG00000006882	ENSONIG00000016547	ENSDARG00000008107	NONE	ENSAMXG00000014517	NONE
2307	0.853722	ENSTRUG00000018376	NONE	ENSTNIG00000018269	NONE	ENSGACG00000005560	NONE	ENSXMAG00000010260	NONE	ENSORLG00000006724	NONE	ENSONIG00000006881	NONE	ENSDARG00000075557	NONE	ENSAMXG00000013045	NONE
2308	0.853498	ENSTRUG00000018378	ENSTRUG00000005646	ENSTNIG00000018268	ENSTNIG00000012011	ENSGACG00000005571	ENSGACG00000006131	ENSXMAG00000010265	ENSXMAG00000019161	ENSORLG00000006745	ENSORLG00000003596	ENSONIG00000006877	ENSONIG00000001934	ENSDARG00000070435	NONE	ENSAMXG00000013049	NONE
2309	0.853723	ENSTRUG00000018380	NONE	ENSTNIG00000018267	NONE	ENSGACG00000005608	NONE	ENSXMAG00000010274	NONE	ENSORLG00000006755	NONE	ENSONIG00000006876	NONE	ENSDARG00000015807	NONE	ENSAMXG00000013054	NONE
2310	0.439301	ENSTRUG00000002361	ENSTRUG00000005853	ENSTNIG00000006573	ENSTNIG00000012012	ENSGACG00000003670	ENSGACG00000006122	ENSXMAG00000015800	ENSXMAG00000019165	ENSORLG00000012843	ENSORLG00000003562	ENSONIG00000004428	ENSONIG00000001932	ENSDARG00000016255	ENSDARG00000007323	ENSAMXG00000008256	NONE
2311	0.836002	NONE	ENSTRUG00000002676	NONE	ENSTNIG00000012013	NONE	ENSGACG00000006117	NONE	ENSXMAG00000019172	NONE	ENSORLG00000003548	NONE	ENSONIG00000001927	ENSDARG00000053047	NONE	ENSAMXG00000009837	NONE
2312	0.839281	ENSTRUG00000000094	NONE	ENSTNIG00000006570	NONE	ENSGACG00000003594	NONE	ENSXMAG00000015839	NONE	ENSORLG00000020538	NONE	ENSONIG00000004404	NONE	ENSDARG00000038074	NONE	ENSAMXG00000009793	NONE
2313	0.839265	ENSTRUG00000013006	NONE	ENSTNIG00000006565	NONE	ENSGACG00000003578	NONE	ENSXMAG00000013336	NONE	ENSORLG00000017249	NONE	ENSONIG00000004382	NONE	ENSDARG00000052279	NONE	ENSAMXG00000009777	NONE
2314	0.213333	NONE	ENSTRUG00000003244	NONE	ENSTNIG00000001692	NONE	ENSGACG00000006084	NONE	ENSXMAG00000019182	NONE	ENSORLG00000003530	ENSONIG00000020247	ENSONIG00000001925	ENSDARG00000013729	ENSDARG00000016783	ENSAMXG00000003101	ENSAMXG00000008809
2315	0.812083	ENSTRUG00000013291	NONE	ENSTNIG00000014683	ENSTNIG00000012019	ENSGACG00000001593	ENSGACG00000006005	ENSXMAG00000017036	ENSXMAG00000019226	ENSORLG00000002447	ENSORLG00000003463	ENSONIG00000007196	ENSONIG00000001900	ENSDARG00000029689	NONE	ENSAMXG00000014979	ENSAMXG00000007194
2316	0.815143	ENSTRUG00000012870	ENSTRUG00000003936	ENSTNIG00000014681	ENSTNIG00000012020	ENSGACG00000001597	ENSGACG00000005980	ENSXMAG00000016999	ENSXMAG00000019252	ENSORLG00000002583	ENSORLG00000003397	ENSONIG00000007200	NONE	ENSDARG00000102773	ENSDARG00000101589	ENSAMXG00000014965	NONE
2317	0.832595	ENSTRUG00000012759	NONE	ENSTNIG00000014680	NONE	ENSGACG00000000189	NONE	ENSXMAG00000016990	NONE	ENSORLG00000002606	NONE	ENSONIG00000007207	NONE	ENSDARG00000044672	NONE	ENSAMXG00000014941	NONE
2318	0.471036	ENSTRUG00000012572	ENSTRUG00000008741	ENSTNIG00000014679	ENSTNIG00000015012	ENSGACG00000010123	NONE	ENSXMAG00000016944	NONE	ENSORLG00000002681	ENSORLG00000008787	ENSONIG00000007209	ENSONIG00000012391	ENSDARG00000078760	NONE	NONE	ENSAMXG00000007164
2319	0.901305	ENSTRUG00000011854	ENSTRUG00000017097	ENSTNIG00000016520	ENSTNIG00000004699	ENSGACG00000007213	ENSGACG00000004937	ENSXMAG00000013491	ENSXMAG00000009604	ENSORLG00000008594	ENSORLG00000020332	ENSONIG00000009525	ENSONIG00000019725	ENSDARG00000007808	ENSDARG00000015989	ENSAMXG00000002308	ENSAMXG00000002999
2320	0.956483	NONE	ENSTRUG00000017103	NONE	ENSTNIG00000004700	NONE	ENSGACG00000004915	NONE	ENSXMAG00000009570	NONE	ENSORLG00000020323	NONE	ENSONIG00000019726	NONE	ENSDARG00000079067	NONE	ENSAMXG00000003029
2321	0.956139	ENSTRUG00000011970	ENSTRUG00000017108	ENSTNIG00000016521	ENSTNIG00000004701	ENSGACG00000007189	ENSGACG00000004908	ENSXMAG00000013492	ENSXMAG00000009567	ENSORLG00000008611	ENSORLG00000020311	ENSONIG00000009526	ENSONIG00000019734	ENSDARG00000007382	ENSDARG00000079623	ENSAMXG00000012889	ENSAMXG00000003096
2322	0.956649	ENSTRUG00000012017	NONE	ENSTNIG00000016522	NONE	ENSGACG00000007175	NONE	ENSXMAG00000013498	NONE	ENSORLG00000008688	NONE	ENSONIG00000009528	NONE	ENSDARG00000022410	NONE	ENSAMXG00000012852	NONE
2323	0.948553	ENSTRUG00000012343	ENSTRUG00000017110	ENSTNIG00000016523	ENSTNIG00000004702	NONE	ENSGACG00000004906	ENSXMAG00000013542	ENSXMAG00000009546	ENSORLG00000008734	ENSORLG00000020302	ENSONIG00000009537	ENSONIG00000019735	ENSDARG00000060845	ENSDARG00000063612	ENSAMXG00000012835	ENSAMXG00000003108
2324	0.941377	ENSTRUG00000012585	ENSTRUG00000017119	ENSTNIG00000016525	ENSTNIG00000004705	ENSGACG00000007139	NONE	NONE	ENSXMAG00000009537	ENSORLG00000008754	ENSORLG00000020281	ENSONIG00000009553	ENSONIG00000019742	ENSDARG00000095378	NONE	ENSAMXG00000012817	NONE
2325	0.931635	ENSTRUG00000012931	ENSTRUG00000017128	ENSTNIG00000016527	ENSTNIG00000004992	ENSGACG00000007039	ENSGACG00000005706	ENSXMAG00000013557	ENSXMAG00000009503	ENSORLG00000008884	ENSORLG00000002370	ENSONIG00000009562	ENSONIG00000019745	ENSDARG00000031888	ENSDARG00000009870	ENSAMXG00000012748	ENSAMXG00000003199
2326	0.922736	ENSTRUG00000013138	ENSTRUG00000017136	NONE	ENSTNIG00000004993	NONE	ENSGACG00000005702	NONE	ENSXMAG00000009489	NONE	ENSORLG00000002387	NONE	ENSONIG00000019746	ENSDARG00000021255	ENSDARG00000076434	ENSAMXG00000012708	ENSAMXG00000003233
2327	0.889326	NONE	ENSTRUG00000017146	ENSTNIG00000005810	ENSTNIG00000005963	NONE	ENSGACG00000005699	ENSXMAG00000019543	ENSXMAG00000009486	ENSORLG00000009021	ENSORLG00000002394	ENSONIG00000009577	ENSONIG00000019622	NONE	ENSDARG00000076236	ENSAMXG00000025617	NONE
2328	0.864745	ENSTRUG00000013424	ENSTRUG00000017147	ENSTNIG00000000558	NONE	ENSGACG00000006962	ENSGACG00000005691	ENSXMAG00000013584	ENSXMAG00000009478	ENSORLG00000009027	ENSORLG00000002399	ENSONIG00000009578	ENSONIG00000019623	ENSDARG00000010154	ENSDARG00000053186	NONE	ENSAMXG00000003254
2329	0.951177	ENSTRUG00000013446	NONE	ENSTNIG00000016531	NONE	ENSGACG00000006956	NONE	ENSXMAG00000002139	NONE	ENSORLG00000009035	NONE	ENSONIG00000009581	NONE	ENSDARG00000069329	NONE	ENSAMXG00000012570	NONE
2330	0.563197	ENSTRUG00000013713	NONE	ENSTNIG00000001744	ENSTNIG00000016536	ENSGACG00000006850	NONE	ENSXMAG00000013738	NONE	ENSORLG00000009122	NONE	ENSONIG00000009592	NONE	ENSDARG00000003380	NONE	ENSAMXG00000012510	NONE
2331	0.727268	NONE	ENSTRUG00000013493	NONE	ENSTNIG00000008668	ENSGACG00000006785	NONE	ENSXMAG00000013719	NONE	ENSORLG00000009168	NONE	ENSONIG00000009596	NONE	ENSDARG00000001578	NONE	ENSAMXG00000003600	NONE
2332	0.95664	NONE	ENSTRUG00000004921	NONE	ENSTNIG00000002583	NONE	ENSGACG00000004371	NONE	ENSXMAG00000004931	NONE	ENSORLG00000018502	NONE	ENSONIG00000013887	NONE	ENSDARG00000073910	NONE	ENSAMXG00000011648
2333	0.956683	ENSTRUG00000013900	NONE	ENSTNIG00000016537	NONE	ENSGACG00000006777	NONE	ENSXMAG00000013710	NONE	ENSORLG00000009179	NONE	ENSONIG00000009598	NONE	ENSDARG00000039422	NONE	ENSAMXG00000003603	NONE
2334	0.956598	NONE	ENSTRUG00000003645	NONE	ENSTNIG00000003018	NONE	ENSGACG00000002249	NONE	ENSXMAG00000019126	NONE	ENSORLG00000018058	NONE	ENSONIG00000001776	NONE	ENSDARG00000036775	NONE	ENSAMXG00000011682
2335	0.941733	ENSTRUG00000013948	ENSTRUG00000009792	ENSTNIG00000016539	ENSTNIG00000011846	ENSGACG00000006750	ENSGACG00000004175	ENSXMAG00000013662	ENSXMAG00000014637	ENSORLG00000009290	ENSORLG00000012691	ENSONIG00000009606	ENSONIG00000018157	ENSDARG00000001452	ENSDARG00000057644	ENSAMXG00000003629	ENSAMXG00000008951
2336	0.946481	ENSTRUG00000014210	ENSTRUG00000009078	ENSTNIG00000016542	ENSTNIG00000011847	ENSGACG00000006698	ENSGACG00000004179	ENSXMAG00000010478	ENSXMAG00000014602	ENSORLG00000009381	ENSORLG00000012786	ENSONIG00000009627	ENSONIG00000018146	ENSDARG00000011662	NONE	ENSAMXG00000004769	NONE
2337	0.948268	ENSTRUG00000014454	NONE	ENSTNIG00000016543	NONE	ENSGACG00000006694	ENSGACG00000004472	ENSXMAG00000010473	NONE	ENSORLG00000009387	NONE	ENSONIG00000009640	NONE	ENSDARG00000075265	ENSDARG00000039145	ENSAMXG00000004782	NONE
2338	0.949201	ENSTRUG00000014534	ENSTRUG00000013129	ENSTNIG00000016544	NONE	ENSGACG00000006671	ENSGACG00000002142	ENSXMAG00000010441	ENSXMAG00000015558	ENSORLG00000009418	ENSORLG00000008517	ENSONIG00000009645	ENSONIG00000016201	ENSDARG00000044968	ENSDARG00000098695	ENSAMXG00000004789	NONE
2339	0.950611	ENSTRUG00000014592	NONE	ENSTNIG00000016545	NONE	ENSGACG00000006647	NONE	ENSXMAG00000010431	NONE	ENSORLG00000009445	NONE	ENSONIG00000009649	NONE	ENSDARG00000029928	NONE	ENSAMXG00000004796	NONE
2340	0.94929	ENSTRUG00000014646	ENSTRUG00000013223	ENSTNIG00000016546	NONE	ENSGACG00000006579	ENSGACG00000002159	ENSXMAG00000010413	NONE	ENSORLG00000009480	ENSORLG00000008539	ENSONIG00000009651	NONE	ENSDARG00000039429	ENSDARG00000095947	ENSAMXG00000004800	NONE
2341	0.948759	NONE	ENSTRUG00000013356	NONE	ENSTNIG00000013168	NONE	ENSGACG00000002173	NONE	ENSXMAG00000015523	NONE	ENSORLG00000008565	NONE	ENSONIG00000016192	ENSDARG00000055429	NONE	ENSAMXG00000004803	NONE
2342	0.938328	ENSTRUG00000014736	NONE	ENSTNIG00000016549	NONE	ENSGACG00000006565	ENSGACG00000002193	ENSXMAG00000010411	NONE	ENSORLG00000009502	NONE	NONE	ENSONIG00000016190	ENSDARG00000061498	NONE	ENSAMXG00000004804	NONE
2343	0.93624	NONE	ENSTRUG00000013616	ENSTNIG00000016551	ENSTNIG00000013165	NONE	ENSGACG00000002195	NONE	ENSXMAG00000015509	NONE	ENSORLG00000008603	ENSONIG00000009661	NONE	ENSDARG00000092650	NONE	ENSAMXG00000004806	NONE
2344	0.922033	ENSTRUG00000014885	NONE	ENSTNIG00000016556	NONE	ENSGACG00000006526	NONE	ENSXMAG00000010319	NONE	ENSORLG00000009650	NONE	ENSONIG00000009672	NONE	ENSDARG00000063187	NONE	ENSAMXG00000003804	NONE
